ID,title,num_pages,author,rating,ratings_count,text_reviews_count,language
6594599,Gay Super Hero - College Dorm,,Arius De' Winter,5.00,2,0,eng
655247,The Da Capo Book of Rock & Roll,704,Clinton Heylin,3.82,11,0,eng
7168601,Silent Thunder: A Civil War Story,224,Andrea Davis Pinkney,3.73,2,1,eng
1288203,"Blood Curse (Vampire's Love, #1)",223,Janice Harrell,3.57,17,0,en-GB
585863,Money For Nothing: Greed And Exploitation In The Music Industry,,Simon Garfield,3.50,1,1,eng
3053159,"Terror on Track (Hardy Boys: Casefiles, #57)",,Franklin W. Dixon,3.61,1,0,eng
6505212,Animals (Read-a-Picture Books),,Burton Marks,3.00,2,0,eng
643547,Kindred Spirits,310,DeAnn Patrick,4.00,13,3,eng
1291340,Islam in Asia: Facts and Figures,128,Dorothy Kavanaugh,2.00,1,0,eng
6453913,2001: Vesmírná odysea,238,Arthur C. Clarke,4.14,80,4,cze
179046,"Flynn ""Flea"" Flicker: Sticking to the Truth (Bugg Books)",,Stephen Cosgrove,4.00,4,0,eng
6472396,Unknown Book 6472396,,Unknown,5.00,1,0,eng
480573,Independence on Trial: Foreign Affairs and the Making of the Constitution,254,Frederick W. Marks III,3.75,6,0,eng
3403752,Guitar World Presents Alternative Rock (Guitar World Presents),352,Harold Steinblatt,4.00,1,0,eng
6791770,Teoria Breve De Relaciones Internacionales/ Brief Theory Of International Relations (Spanish Edition),,Paloma García Picazo,3.00,1,0,eng
128982,Weird Vampire Tales: 30 Blood-Chilling Stories from the Weird Fiction Pulps,442,Robert E. Weinberg,4.04,49,8,eng
192748,Nils: The Wonderful Adventures of Nils / The Further Adventures of Nils Holgersson,418,Selma Lagerlöf,4.04,118,9,eng
5400312,Sir Nigel & the White Company: Two Classic Novels of the 100 Years' War,532,Arthur Conan Doyle,4.11,11,0,eng
7744911,The Glass-Blowers,348,Daphne du Maurier,3.62,29,7,eng
439687,The Great Bear Rainforest: Canada's Forgotten Coast,143,Ian McAllister,4.70,2,0,eng
240955,From Balzac to Zola: Selected Short Stories,224,Richard Hobbs,4.00,5,0,eng
6116584,Return of the Stranger,,Reay Tannahill,3.73,4,1,en-GB
1355718,Candide,,Voltaire,3.76,23,1,eng
638024,Luis Bunuel: New Readings,224,Peter William Evans,3.44,8,0,eng
146190,Tintin: 123 Descubro Los Numeros (Imagenes En Accion),,Hergé,2.83,4,0,spa
6916761,Istorija Jugoslavije 1918-1988 (Serbian Edition),,Branko Petranovic,3.38,8,1,eng
5132108,Britt-Mari erleichtert ihr Herz,120,Astrid Lindgren,3.82,5,1,ger
945101,Rejoice In Me: A Daily Guide To Reflection And Prayer,,David E. Rosage,3.00,1,1,eng
390725,Township Plays,,Athol Fugard,3.69,139,6,eng
7614608,Belagerung von Mainz,,Johann Wolfgang von Goethe,3.00,1,0,eng
6675770,Historia de los argentinos,,Carlos Alberto Floria,3.30,7,0,spa
75290,Who Governs?: Democracy And Power In An American City,384,Robert A. Dahl,3.65,164,5,eng
2086790,Reflections of Women in Antiquity,420,Helene P. Foley,3.50,4,1,eng
4481385,The Sena Story,,Vaibhav Purandare,4.14,21,2,eng
153197,I Sailed with Magellan,307,Stuart Dybek,4.08,968,89,eng
6389898,The Ubiquitous Persuaders,228,George Parker,3.89,19,2,eng
6612529,Das Vorbild,352,Siegfried Lenz,3.85,37,4,ger
2247689,"Técnica, espaço, tempo: globalização e meio técnico-científico informacional",190,Milton Santos,3.75,4,0,eng
1250814,Hope and Other Dangerous Pursuits,197,Laila Lalami,3.69,1194,153,eng
4990223,Moby Dick or The Whale,,Herman Melville,3.49,23,2,eng
2738251,Preparing To Teach In The Lifelong Learning Sector: Level 3 Coursebook,120,Ann Gravells,3.71,7,0,eng
112821,Unpleasant Ways to Die,128,Elan Fleisher,4.03,94,11,eng
952682,Tasty Bytes Cookbook: Best-Of-The-Internet Vegeterian Recipes,,Cynthia Holzapfel,5.00,1,0,eng
2456985,"Regency Row (Regency Series, #1)",256,Blanche Chenier,2.00,1,0,eng
2089386,Death in the Round,191,Anne Morice,3.53,1,0,eng
3374264,Anoraknophobia: The Life and Times of a Football Obsessive,189,Rob Grillo,2.89,9,2,eng
2398645,Sundogs and Sunsets,,Patricia M. Spross,3.00,1,0,eng
3667621,Man & myth,232,Jim Head,3.00,1,0,eng
4523167,Sound Ideas: Australian Composers Born Since 1950: A Guide To Their Music And Ideas,,Brenton Broadstock,3.00,1,1,eng
1256150,Carrie Nation's Hatchet or How Jessie James Met His Demise,60,Ron Horton,5.00,1,0,eng
332073,Storm: Stories of Survival from Land and Sea,360,Clint Willis,3.51,18,0,eng
20416,Revolt in 2100/Methuselah's Children,496,Robert A. Heinlein,3.97,3260,24,eng
3022381,Outerings,,Eugene J. McNamara,5.00,1,0,eng
259152,If it's Not Food. . . Don't Eat It!: The No-Nonsense Guide to an Eating-for-Health Lifestyle,371,Kelly Hayford,4.24,34,10,eng
5684212,Producing for TV and New Media: A Real-World Approach for Producers,344,Cathrine Kellison,3.56,17,2,eng
2606813,Confessions of a Not-So-Dead Libido,297,Peggy Webb,3.58,10,2,eng
541923,Phantastes,185,George MacDonald,3.93,471,74,eng
3345536,"His Majesty's Dragon (Temeraire, #1)",,Naomi Novik,4.06,3,1,eng
2856078,Assignment: Twins,192,Leigh Michaels,3.47,16,1,eng
6899838,Plants,32,Adrienne Mason,3.33,2,0,eng
1092046,Sharp Golden Thorn,90,Chard deNiord,4.36,11,1,eng
50392,"Bowling, Beatniks, and Bell-Bottoms: Pop Culture of 20th-Century America Edition 1.",,Tom Pendergast,3.40,5,1,eng
4687856,Il Liberty in Italia,,Eleonora Bairati,4.00,2,0,ita
1675695,On Learning From The Patient,,Patrick J. Casement,4.28,33,0,eng
1625040,Satisfy My Soul,256,Colin Channer,3.81,9,1,eng
6508413,Samantha White and the Seven Dwarves,,Mimi Riser,4.20,5,1,eng
7233500,The Worthy Champion: A Christology of the Book of Revelation Based on Elements of Its Literary Composition,287,Brian R. Hand,4.50,4,1,eng
3005609,Netbeans Enterprise Pack: Building Soa Applications,300,Frank Jennings,3.00,1,0,eng
4581549,The Encyclopedia Of Jazz (New Edition),,Leonard G. Feather,4.37,2,0,eng
1047446,Pawn to Queen Four,280,Lars Eighner,3.23,4,1,eng
1152978,"Diving Into the Wreck: Poems, 1971-1972",62,Adrienne Rich,4.22,19,4,eng
159290,Quick Trip Quilts,96,Eleanor Burns,4.31,35,2,eng
6241070,Islamic Designs,48,Diane Victoria Horn,5.00,2,0,eng
6509576,In the Dead of Night,238,Linda Castillo,3.82,1,1,eng
2205776,Jewish Origins of the Psychoanalytic Movement,218,Dennis B. Klein,4.00,1,1,eng
6698129,The Diary of a Young Lady of Fashion in the Year 1764-1765,245,Cleone Knox,4.07,20,2,eng
1984997,Riding The Snake,416,Stephen J. Cannell,3.69,28,4,eng
4482262,"President Andrew Johnson Of Greeneville, Tennessee",,Robert Orr,3.33,3,0,eng
4093203,Psicologia Fisiologica   2 Edicion (Spanish Edition),,Mark R. Rosenzweig,4.60,4,0,eng
2378756,The Perfection Of Wisdom: Extracts From The Aṣṭasāhasrikāprajñāramitā,112,R. Ainslie Jamieson,3.50,2,0,eng
3093370,A Greater Vision,,Joan Ulicny,4.50,2,0,eng
1347893,Homebush Boy,,Thomas Keneally,3.64,20,5,eng
2453726,True Story of Hansel and Gretel,,Louise Murphy,4.03,7,0,eng
1844283,Holy Bible: The Life Recovery Workbook: A Biblical Guide Through the 12 Steps,115,Anonymous,4.54,69,2,eng
2545745,Extra/Ordinary Objects: Colors,191,Peter Gabriel,3.86,7,0,eng
738658,Coming Out Under Fire: The History of Gay Men and Women in World War Two,384,Allan Bérubé,4.21,638,33,eng
1025194,Sinister Barrier,201,Eric Frank Russell,3.57,223,18,eng
1574898,Good Cooking,,Jill Dupleix,4.00,1,0,eng
3276253,Legal Traditions of the World: Sustainable Diversity of Law,400,H. Patrick Glenn,3.49,2,0,eng
6339567,Afterthoughts,,Lynn Tincher,4.70,1,1,eng
7440646,Into the Morning,373,Celeste Hamilton,3.20,5,0,eng
5715206,Catalogue Of The Mycological Library Of Howard A. Kelly,,Louis C.C. Krieger,5.00,1,0,eng
122465,Frightful's Mountain,258,Jean Craighead George,3.81,15,5,eng
1484880,Mutiny on the Enterprise (Star Trek),,Robert E. Vardeman,3.22,4,0,eng
2269489,Dylan Thomas: His Life and Work,201,John Ackerman,3.83,2,1,eng
1901541,The Alphabet Work,32,Kenward Elmslie,3.00,1,0,eng
1675198,"Closely Guarded Secrets:: The Assasination of F.D.R., Japan's Atomic Bomb, the Massacre at Port Chicago",,Bill Hanson,3.00,1,0,eng
5554368,The Vampire State,305,Fred L. Block,4.30,2,0,eng
6340391,A Bruxa De Portobello,,Paulo Coelho,3.53,117,7,por
2561635,L'alcova elettrica,207,Sebastiano Vassalli,3.80,5,0,ita
2126586,Dirty Linen,256,Nicholas Kilmer,3.74,5,3,eng
5995528,"The Second Sun (Great And Terrible, Vol 3)",,Chris Stewart,4.27,12,2,eng
3342257,After the Beep: A Glimpse at the Wired Workplace,184,Kathleen Heck,3.00,1,1,eng
2404445,Sternwanderer,253,Neil Gaiman,4.08,8,1,ger
6153114,"Water-Based Tourism, Sport, Leisure, And Recreation Experiences",,Gayle Jennings,4.33,1,0,eng
4109695,High Stakes: 2inside the New Las Vegas,326,Gary Provost,3.00,5,2,eng
653762,Everyday Calm: 30 Ways to Soothe Your Inner Beast,,Eric Maisel,3.67,2,0,eng
4845140,An Aghaidh Choimheach: Sgeulachdan,,Iain Moireach,5.00,1,0,eng
1921215,"Dove va la Repubblica: 1992-94, una transizione incompiuta",207,Giorgio Napolitano,4.00,1,0,ita
1699844,Oils,,Trevor Chamberlain,4.67,3,0,eng
1565026,Cook Not Mad or Rational Cookery: Canada's First Cookbook Published in 1831,,Roy A Abrahamson,4.00,2,0,eng
775130,All In: The (Almost) Entirely True Story of the World Series of Poker,336,Jonathan Grotenstein,3.75,53,8,eng
6409556,Is Slavery Sanctioned by the Bible? a Premium Tract. by Isaac Allen.,28,Isaac Allen,5.00,1,0,eng
6306004,Unlocked: The Life and Crimes of a Mafia Insider,307,Louis Ferrante,3.94,29,3,eng
7628817,"Military Identities: The Regimental System, the British Army, and the British People C.1870-2000",416,David French,3.91,11,1,eng
887296,The Complete Piano Player,,Kenneth Baker,4.00,1,0,eng
4981021,Wildflowers of the Eastern United States,416,Wilbur H. Duncan,3.75,7,0,eng
2668624,The Waste Land and Other Writings,,T.S. Eliot,4.21,18,3,eng
2055712,Offering: Poetry and Prose,88,Diane Glancy,4.50,2,0,eng
7420957,"Damsels in Distress (Claire Malloy, #16)",12,Joan Hess,3.71,9,4,eng
5857008,Мемуары (Мемуарно-историческая серия),,Evgeny Shvarts,4.33,3,0,rus
71743,The Atkins Essentials: A Two-Week Program to Jump-start Your Low-Carb Lifestyle,368,Robert C. Atkins,3.57,34,4,eng
3917147,Encyclopedia Of Military Modelling,,Vic Smeed,5.00,2,0,eng
1237621,"Younger Next Year: Live Strong, Fit, and Sexy - Until You're 80 and Beyond",301,Chris Crowley,4.05,551,37,eng
2274501,What Do I Do Now?: A Guide for the Reluctant Catechist,128,Dan Pierson,5.00,1,0,eng
7758706,Missing: Kamikakushi No Monogatari,,Gakuto Coda,3.00,1,0,eng
1120684,"The Sleepover Club At Rosie's: The Pet Show (The Sleepover Club, #4)",,Rose Impey,3.50,34,1,eng
5512891,Wild & Wacky Totally True Bible Stories: All about Salvation,40,Frank E. Peretti,4.00,2,0,eng
829953,The Namesake,219,C. Walter Hodges,3.92,22,4,eng
6958010,"Isolationism in America, 1935-1941",315,Manfred Jonas,3.33,2,0,eng
2459934,If Nothin' Don't Happen,256,David M. Newell,4.00,14,2,eng
3096464,Passing the Love of Women: Study of Gide's Saul and Its Biblical Roots,,Anne Lapidus Lerner,2.00,1,0,eng
3936701,Perfect Peace,,Charles L. Allen,4.00,1,0,eng
4206578,?Que vió la mujer de Lot?,265,Marius Lleget,4.00,3,0,eng
2020212,"Holly, Reindeer, and Colored Lights: The Story of the Christmas Symbols",96,Edna Barth,3.42,2,0,eng
639799,Poirot Investigates,198,Agatha Christie,4.04,8,3,eng
4884652,Fair Isle Knitting: A Practical Handbook Of Traditional Designs,125,Sarah Don,3.57,3,0,eng
1030576,The Nautilus Book,,Ellington Darden,3.86,7,1,eng
663122,A Damsel in Distress,,P.G. Wodehouse,4.08,1,1,eng
5035936,Straighten Up and Fly Right: A Chronology and Discography of Nat King Cole,320,Klaus Teubig,3.50,2,0,eng
136704,City Dharma: Keeping Your Cool in the Chaos,400,Arthur Jeon,3.69,72,16,eng
1142341,Why I Need You,128,Gregory E. Lang,5.00,4,0,eng
7978374,Unknown Book 7978374,,Unknown,3.00,1,1,eng
258885,Brown: The Last Discovery of America,232,Richard Rodríguez,3.51,430,51,eng
2017156,رازهایی درباره مردان که هر زنی باید آنها را بداند,381,Barbara De Angelis,3.62,17,2,per
3397102,Theologies in the Old Testament,372,Erhard S. Gerstenberger,4.00,1,0,en-GB
3698859,L'Ancien Testament: Repères iconographiques (Guide des arts),351,Chiara De Capoa,4.03,2,0,eng
1815316,Echo Booming Monologues: 100 Monologues for Teens,,Mary Depner,3.38,9,3,eng
1133132,"Bach in Berlin: Nation and Culture in Mendelssohn's Revival of the ""st. Matthew Passion""",288,Celia Applegate,4.06,17,2,eng
1301737,Thanks For Listening,224,Jack Brickhouse,3.29,7,1,eng
2605003,Primordial Characters,89,Rodney Needham,5.00,1,1,eng
220806,Things I Didn't Know I Loved,,Nâzım Hikmet Ran,4.52,20,2,eng
6718999,Under 10 with 4 or Less,,Joanna Farrow,2.75,1,0,eng
1575015,Let's Find Out What Electricity Does,40,Martha Shapp,3.50,3,0,eng
6672695,Nemirna godina: sabrana dela Ive Andrića,,Ivo Andrić,4.41,24,0,srp
611416,The Brave Little Tailor,,Jacob Grimm,3.66,2,0,eng
1520926,Le livre brisé,611,Serge Doubrovsky,4.44,12,1,fre
3213704,Packaging & Other Structures,192,Gary Benenson,4.00,1,0,eng
1488218,Perempuan Suci,517,Qaisra Shahraz,3.66,349,72,ind
6782023,Tarzan Of The Apes,,Edgar Rice Burroughs,3.89,1,0,eng
1210500,"Gerow Psyhology an Intro 5e, Gerow Psych Intro Practice Tests",,Unknown,4.00,1,0,eng
7129731,"Scott Joplin -- Collected Piano Works: Rags, Waltzes, Marches",376,Garth Brooks,5.00,4,2,eng
344872,Scribners Best of the Fiction Workshops 1998,400,Carol Shields,3.67,9,4,eng
7725585,Russian Avant-Garde,199,Evgueny Kovtun,3.94,9,0,eng
7805860,"Master of Koros (Harlequin Romance, #1838)",192,Jan Andersen,3.50,2,0,eng
6970260,Why People Live in New Orleans,,Christine Allen Ewy,5.00,4,4,eng
1708445,Women As Food Producers in Developing Countries,,Jamie Monson,2.00,1,0,eng
2572207,Bridge to Terabithia,,Katherine Paterson,3.99,1,1,eng
2722966,Cordelia Vorkosigan,,Lois McMaster Bujold,4.37,4,0,fre
3760655,The Mysterious Governess,,April Kihlstrom,2.25,1,1,eng
396309,The Colour of Darkness: A Personal Story of Tragedy and Hope in Rwanda,226,Lesley Bilinda,4.62,8,3,eng
220602,The Law,,Frédéric Bastiat,4.39,3,0,eng
2467006,Italian Ingredients: A Culinary Guide to Foods & Preparation Techniques,128,Kate Whiteman,3.00,2,0,eng
2985410,Leila Und Madschnun,,Nizami Ganjavi,3.96,4,1,eng
4385478,Henry Moore,229,Henry Moore,4.27,1,0,eng
1295770,Launder and Gilliat,,Bruce Babington,4.50,2,0,eng
3053477,Cutting It Close,93,Marion Crook,3.00,2,0,eng
3135729,"Le Code Altman (Covert-One, #4)",,Gayle Lynds,3.95,2,0,fre
3405843,"Have Yourself a Merry Little Christmas (a Medley): Features ""Let It Snow! Let It Snow! Let It Snow!,"" ""Rockin' Around the Christmas Tree,"" ""Silver Bells,"" ""Sleigh Ride,"" and ""Have Yourself a Merry Little Christmas""",,Teena Chinn,2.00,1,0,eng
4232269,Use It! Don't Lose It! Daily Language Practice 5th Grade,128,Pat Alvord,5.00,1,0,eng
331635,Little Wolf's Handy Book Of Peoms,80,Ian Whybrow,3.71,2,0,eng
6531096,The Fair Reader: An Extra! Review Of Press And Politics In The '90s,272,Jim Naureckas,4.50,2,0,eng
2757362,The Evergreen Wood,,Linda Parry,5.00,2,0,eng
773742,"Heaven and Earth (Three Sisters Island, #2)",424,Nora Roberts,4.14,12,1,eng
6137602,The Wonderful World of Customer Service at Disney,,J. Jeff Kober,4.36,19,6,eng
3128355,Swamp Angel,157,Ethel Wilson,3.60,5,1,eng
1125909,Edgar Cayce On Religion And Psychic Experience,,Harmon Hartzell Bro,4.08,8,0,eng
6532107,"Introduction to Nutrition and Metabolism, Fourth Edition [With CDROM]",,David A. Bender,3.25,3,0,eng
5975359,Die englischen Könige im Mittelalter : von Wilhelm dem Eroberer bis Richard III.,263,Hanna Vollrath,4.00,1,0,eng
774491,Writers and Personality,125,Louis Auchincloss,3.50,1,1,eng
4071398,The Last Horizon: Feminine Sexuality & The Class System,,Floyd M. Orr,3.00,1,0,eng
6051989,"White Silk, The Enslavement of Michelle Monroe",,Lizbeth Dusseau,3.25,9,0,eng
973615,The Shepherd,123,Frederick Forsyth,3.88,9,3,eng
6004569,The Many Lives Of Marilyn Monroe,,Sarah Churchwell,3.82,5,1,eng
6367432,Litoral: Ara Solis,,Wanda Ramos,3.00,3,0,por
1432390,The Case Of General Yamashita,,A. Frank Reel,4.33,5,1,eng
6761665,Lebens-Akte: Autobiographie,511,Wolfgang Wagner,3.50,1,0,ger
1025169,Momas: Museum of Modern Art Syros,,Martin Kippenberger,3.00,1,0,eng
1987882,The Remarkable Journey of Miss Tranby Quirke,,Elizabeth Ridley,2.96,27,3,eng
1339319,Fugitive Fiancée,,Kristin Gabriel,4.06,9,1,eng
3339784,"Crazy Love Story, Tome 2 (French Edition)",,Lee Vin,5.00,1,0,eng
7550626,All of Grace,132,Charles Haddon Spurgeon,4.52,23,3,eng
1598197,The Road To El Cielo: Mexico's Forest In The Clouds,,Fred S. Webster,2.67,3,0,eng
4356456,Optoelectronic Sensors,274,Didier Decoster,3.00,1,0,eng
1294052,Christmas Carol,32,Sara Teasdale,3.28,17,2,eng
2179838,You Are Special,30,Max Lucado,4.46,2,0,eng
7724835,There's a Wocket in My Pocket - Interactive Book and Cartridge (My First LeapPad Learning Systems - Leap Frog),,NOT A BOOK,5.00,1,0,eng
6309899,Heart of Darkness,,Joseph Conrad,3.42,214,4,eng
2341180,Miller Assessment For Preschoolers: Additional Record Booklets,,Lucy Jane Miller,4.00,1,0,eng
816746,Convert It!,,Michael P. Brown,3.57,21,0,eng
139888,Barry Lyndon,220,William Makepeace Thackeray,3.64,1179,91,eng
7469416,50 American Artists You Should Know,157,Debra Mancoff,3.97,35,5,eng
1494365,Soul Of Success: Inspiring Quotations For Entrepreneurs,193,Janet Cheatham Bell,4.80,1,0,eng
2619351,"Better Homes and Gardens Cookies, Cookies, Cookies Any-Day Treats/Christmastime Treats",,Better Homes and Gardens,4.00,1,1,eng
3954279,Models Don't Eat Chocolate Cookies,243,Erin Dionne,3.94,4850,491,en-US
2024947,"Une princesse rebelle et romantique (Journal d'une princesse, #6)",319,Meg Cabot,3.71,69,0,eng
348403,High Queen,439,Nancy McKenzie,4.04,327,15,eng
2558235,American Women Writers to 1800,464,Sharon M. Harris,4.00,6,0,eng
1351908,"Rottweilers: Everything About Purchase, Care, Nutrition, Breeding, Behavior, And Training",79,Kerry V. Kern,4.00,1,0,eng
6934482,"Platonism, Music and the Listener's Share",208,Christopher Norris,3.67,3,1,eng
1771762,Take Me To The Underground,,Renee Hansen,3.33,1,0,eng
1450348,Manual Of Structural Kinesiology,,Clem W. Thompson,4.16,3,0,eng
3943514,Happy Endings,198,Margaret Logan,4.00,2,0,eng
1649091,Exploring the Philosophy of Religion,592,David Stewart,3.88,29,2,eng
3858012,Hush! A Gaelic Lullaby,32,Carole Gerber,3.70,9,3,eng
918873,In Pursuit of the Ideal: Finding Your Identity and Living in True Freedom,,Nancy M. Wilson,3.20,5,2,eng
5941437,L'Obéissance,,Suzanne Jacob,3.67,44,3,fre
6362023,Golden Door Cooks at Home: Favorite Recipes from the Celebrated Spa,,Dean Rucker,4.83,6,0,eng
2945574,The Book of Sand,,Jorge Luis Borges,4.14,2,2,eng
6146634,A Era Da Turbulência,572,Alan Greenspan,3.62,2,0,por
7987645,The Haunted Man and The Ghost's Bargain,,Charles Dickens,3.31,1,1,eng
1850193,Feminist Economics Today: Beyond Economic Man,218,Marianne A. Ferber,3.88,8,0,eng
1785602,Such Men Are Dangerous,,Stephen Benatar,3.12,8,3,eng
6327699,42 Rules for Driving Success with Books: Success Stories of Corporate and Author Thought Leadership,144,Mitchell Levy,3.71,7,3,eng
229415,Fannie Lou Hamer: Fighting for the Right to Vote,128,Laura Baskes Litwin,4.00,2,1,eng
6662344,"Food to Go (""Australian Women's Weekly"" Home Library)",,Maryanne Blacker,4.00,1,0,eng
306281,The Chef's Companion: A Concise Dictionary of Culinary Terms,336,Elizabeth Riely,4.36,2,0,eng
946672,Tempting Faith DiNapoli,304,Lisa Gabriele,3.49,154,16,eng
88220,Los Misterios de la Materia Oscura: Conoce las Claves del Universo de Philip Pullman = The Science of Philip Pullman's His Dark Materials,163,Mary Gribbin,4.04,12,2,eng
1656219,Arab Representations of the Occident: East-West Encounters in Arabic Fiction,255,Rasheed El-Enany,4.33,3,1,eng
2293569,Write Me a Few of Your Lines,624,Steven C. Tracy,4.00,5,0,eng
591452,Survey of the New Testament,288,Paul N. Benware,3.91,37,7,en-US
2467737,Mr. Brown Can Moo! Can You?,,Dr. Seuss,4.11,33,3,eng
2004398,Niemandsland : ein Coq-Rouge-Thriller,,Jan Guillou,3.68,2,0,eng
1541924,The Day of the Triffids (Camden S),,John Wyndham,4.01,3,0,eng
7050550,Peter Pan,112,Lisa Mullarkey,3.86,6,3,eng
2855708,Sportsdykes: Stories from on and Off the Field,239,Susan Fox Rogers,3.36,9,1,eng
1955424,The Bluejay Shaman,235,Lise McClendon,3.32,101,15,eng
6867163,"The Howling Ghost (Spooksville, #2)",,Christopher Pike,3.82,2,0,eng
2642842,Becoming a Healthy Team: Five Traits of Vital Leadership,190,Stephen A. Macchia,3.00,11,1,eng
386661,Footprints on the Rough Side of the Mountain: An African-American Niche in the History of a Southern Textile City,224,Oscar Depriest Hand,5.00,1,0,eng
2717820,Walking on the Moon: Six Stories and a Novella,,Barbara Sjoholm,3.67,8,1,eng
3915166,Secret Ingredients,249,Patrick Skene Catling,5.00,1,0,eng
4948421,How to Draw in Pen and Ink,,Susan E. Meyer,4.25,1,0,eng
1977193,First Force Recon Company: Sunrise at Midnight,256,Bill Peters,4.29,50,2,en-US
4770571,"Invincible: Ultimate Collection, Vol. 3",336,Robert Kirkman,4.37,1488,51,eng
713120,The Science of Extraterrestrials: UFOs Explained at Last,,Eric Julien,2.25,3,2,eng
6692864,Nik of Time,112,Shane A Aldrich,5.00,1,0,eng
7119935,The Tribe That Hides from Man,265,Adrian Cowell,3.75,2,1,eng
3672227,Competing Globally Through Customer Value: The Management of Strategic Suprasystems,848,Michael J. Stahl,4.00,1,0,eng
683879,Foghorn Easy Camping in Southern California: 100 Places Anyone Can Camp This Weekend,260,Ann Marie Brown,4.00,1,0,eng
545155,A Pound of Flesh: Perilous Tales of How to Produce Movies in Hollywood,195,Art Linson,3.64,1,0,eng
7441414,Dawn's Light,625,Terri Blackstock,4.43,4,2,eng
6369777,The Cubano Caper,,Stuart Jason,2.67,1,0,eng
2167531,Organic Chemistry,,Leroy G. Wade Jr.,4.04,1,1,eng
1133709,What's Stopping You?,249,Nicky Marone,4.00,1,1,eng
7185873,Summer Sticker Book [With 500+ Stickers],,Fiona Watt,4.29,1,0,eng
3871263,A Republic of Rivers: Three Centuries of Nature Writing from Alaska and the Yukon,368,John A. Murray,3.43,6,0,eng
2756658,Canada's Courts,224,Peter McCormick,1.50,2,0,eng
3357835,Roma,,Olivia Ercoli,4.24,1,0,eng
1271684,Clark Gable,95,James Card,3.29,7,1,eng
5691424,Weiterleben als sei nichts gewesen?,311,Hilke Lorenz,4.50,2,0,eng
1930352,Surrender,256,Laura Bowen,3.50,1,0,eng
669629,Out of This World: A Journey of Healing,288,Mary Swander,3.26,69,9,eng
3291992,Az elveszett cirkáló [Albatrosz könyvek],,Jenő Rejtő,4.45,468,5,hun
6409706,Luscious Craving (Candace Steele Vampire Killer #2),,Cameron Dean,3.59,2,0,eng
205403,Flesh and Machines: How Robots Will Change Us,272,Rodney A. Brooks,3.68,90,10,eng
2916555,"Undercover (Federation Chronicles, #1)",328,Lauren Dane,3.81,1933,121,en-US
6406970,How to win cards and influence bitches,,G. Baren,5.00,4,2,eng
3575536,Jean-Luc Godard: An Investigation Into His Films and Philosophy,218,Jean Collet,3.67,3,0,eng
2447675,"Golf in the Year 2000: Or, What We Are Coming to",160,J. McCullough,3.38,13,3,eng
2587242,The Children of Hamlin (Star Trek: The Next Generation #3),252,Carmen Carter,3.42,13,0,eng
5499299,The Complete Guide to Six SIGMA,711,Thomas Pyzdek,4.00,4,1,eng
7653786,Die Verwandlung,60,Franz Kafka,3.80,6,0,ger
1100914,Dare to Stand Alone: Daniel simply explained (Welwyn Commentary Series),168,Stuart Olyott,4.07,24,4,eng
2524888,Secret choices: for every married couple,216,Ed Wheat,4.00,1,0,eng
1686801,History of Hindu Mathematics,613,Bibhutibhushan Datta,5.00,4,2,eng
3279644,"Der Fluss der Abenteuer. (Abenteuer-Serie, Band 8)",196,Enid Blyton,4.05,4,0,ger
6335963,It's a Battlefield,208,Graham Greene,3.25,10,1,en-GB
733733,Jordi Lisa & David,,Theodore Isaac Rubin,3.64,2,1,eng
1734849,The Complete Guide To Editing Your Fiction,,Michael Seidman,3.35,9,1,eng
341916,Concise Dental Anatomy and Morphology,218,Gerald E. Denehy,3.86,6,2,eng
4462259,"Red Prophet (Tales of Alvin Maker, #2)",,Orson Scott Card,3.79,2,0,eng
6430619,Loot,,Aaron Elkins,3.78,3,0,eng
6323957,The Central Line (London's Underground Past And Present),128,Robert Griffiths,4.50,2,0,eng
2811066,A Última Conversa Agostinho da Silva,125,Agostinho da Silva,4.00,1,0,por
929166,To Reign In Hell,,Steven Brust,3.92,19,1,eng
6434465,Sanctuary,140,Lorraine Murphy,4.40,5,1,en-US
4932272,Crimean War Diplomacy and Other Historical Essays,320,Gavin Burns Henderson,3.00,1,0,eng
290800,How to List and Sell Real Estate: Executing New Basics for Higher Profits,,Danielle Kennedy,3.85,13,1,eng
571375,Love Can Build a Bridge,,Naomi Judd,3.91,324,16,eng
2461474,We Live In Poland,,Ewa Donica,3.00,1,0,eng
2795135,Narrative of the Life Frederick Douglass,255,Frederick Douglass,4.01,12,1,eng
7127677,Behind Closed Doors,,Geraldine   Taylor,4.00,1,0,eng
2878684,Skin Deep,223,John R.  Gordon,3.43,7,2,eng
4489712,"Appalachian Whitewater: the Southern States, 4th",288,Bob Sehlinger,3.88,1,0,eng
3067500,The Domestic Poultry Keeper,176,Eric Bailey,3.00,1,0,eng
1160200,Guerrilla Marketing: Secrets for Making Big Profits from Your Small Business,226,Jay Conrad Levinson,3.91,3,0,eng
64534,Chronicles of the Crusades,,Jean de Joinville,3.84,7,1,eng
2131635,Mansfield,256,C.K. Stead,3.67,78,13,eng
281597,Dino Might! - Groovy Tubes,,Michael Burgan,4.50,4,1,eng
233674,"The Science of Discworld (The Science of Discworld, #1)",416,Terry Pratchett,3.92,7894,253,eng
2694603,Drop Dead Beautiful,516,Jackie Collins,4.02,12,1,eng
4608205,Illegal Immigration,207,Charles P. Cozic,4.33,1,0,eng
1218930,Заир,,Paulo Coelho,3.57,58,2,rus
